id,text,label,clean_text,reference_time
UgzlxlxDgTeGsZWC5mx4AaABAg,"ভালোবাসুন সেই মহান আল্লাহ রাব্বুল আলামীন কে যিনি আপনাকে সৃষ্টি করেছেন।
ভালোবাসুন সেই মা'কে যিনি আপনাকে দশ মাস দশ দিন গর্বে ধারন করেছেন। 
ভালোবাসুন সেই ব্যক্তিকে যার জন্য সৃষ্টি কর্তা আপনাকে সৃষ্টি করেছেন।

আমি তোমার প্রেমে অন্ধ বুজিনা তাই ভালো মন্দ। সব দরজা করে বন্ধ কাছে আসিলাম, ভালো বাসিয়াছো বলে ভালো বাসিলাম, ভালো বাসিয়াছো বলেই বন্ধু ভালো বাসিলাম। আমার যত কিছু আছে সব করিলাম অর্পন, শত রুপ দেখিতে তোমায় বানাইলাম দর্পন।
তোমাতে মজিলো এমন চাইনা ভাবে আর কোন ধন, তোমার রঙ্গে হইয়া রঙ্গীন ভাবে মিশিলাম। ভালো বাসিয়াছো বলে ভালো বাসিলাম, বন্ধু ভালো বাসিলাম। তোমার দারুন ভালো বাসায় হইলাম যে কাঙ্গাল চাইনা আমি ছেরে যেতে তোমার মায়জাল
যায় যদি যাক কুলমান চাইনা যে তার প্রতিদান, সরল প্রেমের রাখিবে মান আশায় থাকিলাম, ভালো বাসিয়াছো বলে ভালো বাসিলাম। বন্ধু ভালো বাসিলাম। আমি প্রেমে অন্ধ বুজিনা তাই ভালো মন্দ সব দরজা করে বন্ধ কাছে আসিলাম, ভালো বাসিয়ছো বলে ভালো বাসিলাম, বন্ধু ভালো বাসিলাম।

প্রথম প্রেমের স্মৃতি গুলো আজও তিল পরিমাণ ভুলতে পারি নাই । মা-বাবা ও ভাই- বোন নিয়ে ভালই আছি  , ওদের ভালোবাসার সীমানা পেড়িয়ে 
আমাদের এই ভুবন থেকে অন্য কোনো পৃথিবীতে যাওয়া হয় না, তাই তোমার খোঁজ - খবর আমার কাছে নেই - আছে শুধু তোমার শান্ত হৃদয়ের সেই প্রান ছোঁয়া ভালবাসার বর্ণ মালা গুলো ।",1,"ভালোবাসুন সেই মহান আল্লাহ রাব্বুল আলামীন কে যিনি আপনাকে সৃষ্টি করেছেন। ভালোবাসুন সেই মা'কে যিনি আপনাকে দশ মাস দশ দিন গর্বে ধারন করেছেন। ভালোবাসুন সেই ব্যক্তিকে যার জন্য সৃষ্টি কর্তা আপনাকে সৃষ্টি করেছেন। আমি তোমার প্রেমে অন্ধ বুজিনা তাই ভালো মন্দ। সব দরজা করে বন্ধ কাছে আসিলাম, ভালো বাসিয়াছো বলে ভালো বাসিলাম, ভালো বাসিয়াছো বলেই বন্ধু ভালো বাসিলাম। আমার যত কিছু আছে সব করিলাম অর্পন, শত রুপ দেখিতে তোমায় বানাইলাম দর্পন। তোমাতে মজিলো এমন চাইনা ভাবে আর কোন ধন, তোমার রঙ্গে হইয়া রঙ্গীন ভাবে মিশিলাম। ভালো বাসিয়াছো বলে ভালো বাসিলাম, বন্ধু ভালো বাসিলাম। তোমার দারুন ভালো বাসায় হইলাম যে কাঙ্গাল চাইনা আমি ছেরে যেতে তোমার মায়জাল যায় যদি যাক কুলমান চাইনা যে তার প্রতিদান, সরল প্রেমের রাখিবে মান আশায় থাকিলাম, ভালো বাসিয়াছো বলে ভালো বাসিলাম। বন্ধু ভালো বাসিলাম। আমি প্রেমে অন্ধ বুজিনা তাই ভালো মন্দ সব দরজা করে বন্ধ কাছে আসিলাম, ভালো বাসিয়ছো বলে ভালো বাসিলাম, বন্ধু ভালো বাসিলাম। প্রথম প্রেমের স্মৃতি গুলো আজও তিল পরিমাণ ভুলতে পারি নাই । মা-বাবা ও ভাই- বোন নিয়ে ভালই আছি , ওদের ভালোবাসার সীমানা পেড়িয়ে আমাদের এই ভুবন থেকে অন্য কোনো পৃথিবীতে যাওয়া হয় না, তাই তোমার খোঁজ - খবর আমার কাছে নেই - আছে শুধু তোমার শান্ত হৃদয়ের সেই প্রান ছোঁয়া ভালবাসার বর্ণ মালা গুলো ।",2022-12-06T14:36:27Z
UgwP0JItZZHRtng0R4l4AaABAg,গান কে জানতেও পারিনি বুঝতেও পারিনি তাই তো আমি দূর-দূরান্তে পতিত হয়েছি তাইতো ধন্য আমি নতুন করে গর্ব আমি অনন্ত জীবন ধন্যবাদ মাকে ধন্যবাদ বাবা তোমাকে,1,গান কে জানতেও পারিনি বুঝতেও পারিনি তাই তো আমি দূর-দূরান্তে পতিত হয়েছি তাইতো ধন্য আমি নতুন করে গর্ব আমি অনন্ত জীবন ধন্যবাদ মাকে ধন্যবাদ বাবা তোমাকে,2024-12-02T08:54:01Z
UgzGApc_IGTBNGUw2ql4AaABAg,রুবিনা আক্তার সাবিনা বাড়ি থেকে ঢাকায় আসতাম বারবার ফিরে তোমার দিকে তাকাতাম,1,রুবিনা আক্তার সাবিনা বাড়ি থেকে ঢাকায় আসতাম বারবার ফিরে তোমার দিকে তাকাতাম,2025-09-29T11:30:42Z
UgxBOiSGzv4Rx9tDc4l4AaABAg,আমি মোঃ রুহুল আমীন সরদার ((( বসবাস ঢাকা সিটি ))),1,আমি মোঃ রুহুল আমীন সরদার ((( বসবাস ঢাকা সিটি ))),2025-09-24T20:30:35Z
Ugy5w2AOghfg2e_zXjZ4AaABAg,বাংলাদেশের মহিলা শিল্পী সাবিনা ইয়াসমিন শ্রেষ্ঠ আমাদের ভারতবর্ষে মহিলা শিল্পীর ভিতরে লতা মঙ্গেশকর এদের তুলনা কারো সঙ্গে করা যায় না,0,বাংলাদেশের মহিলা শিল্পী সাবিনা ইয়াসমিন শ্রেষ্ঠ আমাদের ভারতবর্ষে মহিলা শিল্পীর ভিতরে লতা মঙ্গেশকর এদের তুলনা কারো সঙ্গে করা যায় না,2025-03-13T12:56:38Z
UgxX7ZrKxXtYvTEUW9t4AaABAg,মন ভরে গেছে ২০২৫❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1,মন ভরে গেছে ২০২৫,2025-03-29T19:35:53Z
Ugym-wqtE12KWlzaSrJ4AaABAg,"আমার মা, বাবা সিনেমা হলে বসে দেখেছেন এই সিনেমা মাম আমাকে বলেছে",1,"আমার মা, বাবা সিনেমা হলে বসে দেখেছেন এই সিনেমা মাম আমাকে বলেছে",2023-04-14T19:32:17Z
UgzsYOvEnOzB6Nl4cZF4AaABAg,এই গান গুলো শুনলে অতিতের কথা গুলো মনে পড়ে,1,এই গান গুলো শুনলে অতিতের কথা গুলো মনে পড়ে,2025-04-20T21:18:25Z
UgwGgyEyDhnyeVBCAch4AaABAg,বুঝিনা আমার এই গান গুলো অনেক ভালো লাগে,0,বুঝিনা আমার এই গান গুলো অনেক ভালো লাগে,2023-10-20T14:17:32Z
Ugys7XCyiKSBnRMoc2p4AaABAg,সাবিনা আপু আপনার  গানগুলো খুবই সুন্দর এবং মনমাতানো। আপনার গানগুলো আমার খুবই ভালো লাগছে।,1,সাবিনা আপু আপনার গানগুলো খুবই সুন্দর এবং মনমাতানো। আপনার গানগুলো আমার খুবই ভালো লাগছে।,2024-06-22T18:56:01Z
UgxHSQKPmWhqsc3xjS54AaABAg,গান গুলো শুনলে মনটা ভরে যায়❤❤❤❤,1,গান গুলো শুনলে মনটা ভরে যায়,2024-07-02T03:30:10Z
UgyOlt_U3fALaqeK0Dp4AaABAg,"ছায়াছবির নাম কি, গীতিকার কে",1,"ছায়াছবির নাম কি, গীতিকার কে",2025-12-09T13:02:33Z
UgxKdEr_Ia3I-B60JP54AaABAg,সাবিনা ইয়াসমিন আমার প্রিয় শিল্পী। তাই অন্য কাহারো কন্ঠে এই সব গান শুনতে ভালো লাগে না।,1,সাবিনা ইয়াসমিন আমার প্রিয় শিল্পী। তাই অন্য কাহারো কন্ঠে এই সব গান শুনতে ভালো লাগে না।,2022-11-25T15:48:15Z
Ugx7yg2x6o2RmkjfF_F4AaABAg,ষাট ও সওরের দশকে ফিরে গেলাম।স্মৃতি অমলান।,1,ষাট ও সওরের দশকে ফিরে গেলাম।স্মৃতি অমলান।,2022-12-04T09:11:56Z
UgzcO_yW-Xd8PFIBYw54AaABAg,"ছবির নাম কি, গীতিকার কে",0,"ছবির নাম কি, গীতিকার কে",2025-12-09T13:01:34Z
UgyNBGKzeLJN7hKlt7p4AaABAg,প্রান জুড়িয়ে যায় গান গুলো শুনলে।,1,প্রান জুড়িয়ে যায় গান গুলো শুনলে।,2023-08-23T07:44:49Z
UgzROSqisCvEOP-wyTN4AaABAg,এক দিন আমরা থাকবো না কিন্ত গান গুলো হাজার বছর ধরে মানুষের মনে থাকবে।গান গুলো গুনলে সাদা মাঠা সহজ সরল দিনাতিপাত করা ছোট বেলার দিন গুলোতে ফিরে যাই।,1,এক দিন আমরা থাকবো না কিন্ত গান গুলো হাজার বছর ধরে মানুষের মনে থাকবে।গান গুলো গুনলে সাদা মাঠা সহজ সরল দিনাতিপাত করা ছোট বেলার দিন গুলোতে ফিরে যাই।,2023-08-10T19:29:57Z
UgzWGV4nUV96F8Dp0zN4AaABAg,2024 এসে একটা কমেন্ট করে গেলাম,1,2024 এসে একটা কমেন্ট করে গেলাম,2024-10-19T05:07:30Z
UgzhFmAITzhujsvbk9x4AaABAg,আমার প্রিয় ১০টি গান😅,1,আমার প্রিয় ১০টি গান,2024-11-16T05:35:49Z
UgxOgY6n53vLiC1fSad4AaABAg,অসাধারণ একটা গান চমৎকার লাগছিল,1,অসাধারণ একটা গান চমৎকার লাগছিল,2025-09-05T18:58:31Z
Ugw1mFOsWT19B8Mfqt94AaABAg,আগূনে ঘি দিয়ে বেশি করে জ্বালাও❤,1,আগূনে ঘি দিয়ে বেশি করে জ্বালাও,2024-05-25T21:24:39Z
UgxeWI6svsQYeHtijtd4AaABAg,এই গানগুলো আমার জনপ্রিয় গান সাবিনা ইয়াসমিন মেম,1,এই গানগুলো আমার জনপ্রিয় গান সাবিনা ইয়াসমিন মেম,2024-11-28T14:32:19Z
UgwRlenEvPseiwfroTx4AaABAg,"জানি না, জীবনে কেন এত ভালো লাগে এই গান গুলি....",1,"জানি না, জীবনে কেন এত ভালো লাগে এই গান গুলি....",2025-10-01T09:24:12Z
UgxnyFs7pRZnIhohyFR4AaABAg,গান শুনলে অতিতে চলে যাই,1,গান শুনলে অতিতে চলে যাই,2024-09-10T12:50:23Z
UgxtUm_iyfQKErlI0Pl4AaABAg,"খুব অন্যায়,,, লুইপা আপনার ছবি দেওয়া উচিত ছিল",0,"খুব অন্যায়,,, লুইপা আপনার ছবি দেওয়া উচিত ছিল",2023-10-06T10:15:57Z
UgwPbjpQves_QTKKqlZ4AaABAg,গান গুলো যেন অমৃত,1,গান গুলো যেন অমৃত,2025-06-13T06:03:03Z
UgwVXlYl9d99JdWCW-N4AaABAg,মাশাল্লাহ আপনার  গান শুনে  খুবই ভালো লাগে,0,মাশাল্লাহ আপনার গান শুনে খুবই ভালো লাগে,2024-09-07T03:35:03Z
UgxyAjgnCC9u1ebdN6d4AaABAg,সুপার এই গান আমার সব দুঃখ মুছে দেয়,1,সুপার এই গান আমার সব দুঃখ মুছে দেয়,2022-08-19T08:21:20Z
UgyOM4XVJRRbKpdRfLJ4AaABAg,১৯৯০ সাল থেকে আজ পর্যন্ত শুনেছি অসাধারণ কন্ঠ,1,১৯৯০ সাল থেকে আজ পর্যন্ত শুনেছি অসাধারণ কন্ঠ,2024-01-14T17:14:03Z
UgzDejPK99wrky6_vCt4AaABAg,অসাধারণ ❤❤❤সাপোট দিয়ে পাশে থাকবেন ইনশাআল্লাহ ❤❤❤❤,1,অসাধারণ সাপোট দিয়ে পাশে থাকবেন ইনশাআল্লাহ,2025-05-09T15:43:13Z
UgyWVgA3ZqVyNkQQ5Yd4AaABAg,"লেখা আছে  সাবিনা ইয়াসমিন এর ১০ টি গান  বাট ,,  এখানে   প্রথম গান  ওরে  ও পরদেশি এ-ই  গান টি  লুইপার  গাওয়া ।  !!!",1,"লেখা আছে সাবিনা ইয়াসমিন এর ১০ টি গান বাট ,, এখানে প্রথম গান ওরে ও পরদেশি এ-ই গান টি লুইপার গাওয়া । !!!",2024-01-22T07:59:14Z
UgwaJJeqQ-KfZ0kEXtt4AaABAg,একদিন ভালো লাগতো এখন লাগে না,0,একদিন ভালো লাগতো এখন লাগে না,2025-05-12T10:04:30Z
Ugzp0jnRpaZ4AVfArMB4AaABAg,সাবিনার অসাধারণ সংগ্রহ।,1,সাবিনার অসাধারণ সংগ্রহ।,2023-04-04T06:52:01Z
UgzRW92e8OzT4xzKjYt4AaABAg,সত্যিই অসাধারণ গানটি ❤❤❤,1,সত্যিই অসাধারণ গানটি,2025-10-25T09:56:54Z
UgyhKegHnI-Yy_iGUph4AaABAg,অসাধারণ গান গুলো  খুব ভালো লাগে,0,অসাধারণ গান গুলো খুব ভালো লাগে,2023-01-05T19:15:17Z
UgxGan0cvm3M322aPr54AaABAg,গানগুলো অতীত মনে করিয়ে দেয় ফেলে আসা সেই দিনগুলোর কথা ৯০ দশকের আজো হৃদয়ের মধ্যে লারা দেই সেই গানের স্মৃতিগুলো,1,গানগুলো অতীত মনে করিয়ে দেয় ফেলে আসা সেই দিনগুলোর কথা ৯০ দশকের আজো হৃদয়ের মধ্যে লারা দেই সেই গানের স্মৃতিগুলো,2025-10-20T09:24:36Z
UgzIenH56ILH7iqLgWh4AaABAg,হারে চিতি মোতো আর কিছু নেয়,0,হারে চিতি মোতো আর কিছু নেয়,2023-12-15T18:53:10Z
Ugza52_CEUl3hog99rh4AaABAg,অসাধারণ গানের সুর শোনে মুগ্ধ হলাম তাই ধন্যবাদ জানাই।,0,অসাধারণ গানের সুর শোনে মুগ্ধ হলাম তাই ধন্যবাদ জানাই।,2025-08-15T20:30:47Z
Ugw0w9RSXHuIORhJDKx4AaABAg,আমার বুদ্ধির বয়স তখন মাত্র ক্লাস থ্রি তখন থেকেই শুনছি এখনো শুনলে প্রান জুড়িয়ে যায় আগের দিন গুলি কতটা মজার ছিল ।,1,আমার বুদ্ধির বয়স তখন মাত্র ক্লাস থ্রি তখন থেকেই শুনছি এখনো শুনলে প্রান জুড়িয়ে যায় আগের দিন গুলি কতটা মজার ছিল ।,2025-01-14T16:16:58Z
UgxYB-YMWv219gab7u54AaABAg,কী  বাজে  গান শুনে 😂,1,কী বাজে গান শুনে,2025-05-11T13:11:34Z
UgzCJ5CVd6DdmUkuMxZ4AaABAg,এভাবেই তোমাকে বিদায় দিলাম ২৯/০৬/২৩ এই তারিখে  ঈদ উল আযহার দিন। ভালো থেকো প্রিয়।,1,এভাবেই তোমাকে বিদায় দিলাম ২৯/০৬/২৩ এই তারিখে ঈদ উল আযহার দিন। ভালো থেকো প্রিয়।,2023-07-02T07:16:18Z
UgzqlIv_U1IxKIcI4EV4AaABAg,আপু তোমার গলায় েএতো সুুনদর কি তুমি কি খাওগো,1,আপু তোমার গলায় েএতো সুুনদর কি তুমি কি খাওগো,2023-08-03T09:30:35Z
UgzeQs1S3me1QYht9QF4AaABAg,কম বেশি যারা শুনেছি তাঁরা কোনো দিন ভুলতে পারবো না কষ্টে থাকতে তখন হয়তো শুনলে খারাপ লাগবে জান্নাতুন নেছা মিষ্টি বরগুনা জেলার মেয়ে ঢাকা নারায়ণগঞ্জ জেলা থেকে বলছি কথা গুলো ভালো লাগলে লাইক করুন,0,কম বেশি যারা শুনেছি তাঁরা কোনো দিন ভুলতে পারবো না কষ্টে থাকতে তখন হয়তো শুনলে খারাপ লাগবে জান্নাতুন নেছা মিষ্টি বরগুনা জেলার মেয়ে ঢাকা নারায়ণগঞ্জ জেলা থেকে বলছি কথা গুলো ভালো লাগলে লাইক করুন,2024-06-10T02:51:37Z
Ugxwle05VaLjXZ7Xcxd4AaABAg,লুইপার গানগুলো  ভালোই  আছে😁😁😁😆👏👏👏,0,লুইপার গানগুলো ভালোই আছে,2023-06-28T08:26:35Z
UgyGhr9BFGQKVED1Rq94AaABAg,অনেক অনেক প্রিয় গান,1,অনেক অনেক প্রিয় গান,2023-06-19T08:38:33Z
UgxBx76xQnSjnifxDmd4AaABAg,সাবিনা 7:00 আপু,1,সাবিনা 7:00 আপু,2024-08-21T05:38:45Z
UgzmPhTPU2h1q_gsXgZ4AaABAg,অনেক অনেক ভালো লাগে গান গুলি।,0,অনেক অনেক ভালো লাগে গান গুলি।,2022-11-25T11:00:15Z
UgyILVlSoV5bczeeQvN4AaABAg,"গানের সাথে গ্রাম বাংলার প্রাকৃতিক সৌন্দর্য গুলো সংযোজন করায়,ভালো লাগছে!",1,"গানের সাথে গ্রাম বাংলার প্রাকৃতিক সৌন্দর্য গুলো সংযোজন করায়,ভালো লাগছে!",2024-10-20T13:50:51Z
Ugztzbnaigu3BTAf4vJ4AaABAg,সাবিনা  আপুর  গান  খুব  সুন্দর  লাগে   চমৎকার  কণ্ঠ  ।,1,সাবিনা আপুর গান খুব সুন্দর লাগে চমৎকার কণ্ঠ ।,2025-01-03T15:18:02Z
UgyrXO-pkKAJB6BlZcx4AaABAg,জীবন ফুরিয়ে যাবে দুনিয়া ধংস হয়ে যাবে কিন্তু এই শিল্পি আর এই গান গুলোর মত গান আর হবে না। যায় দিন ভালো আসে দিন খারাপ,1,জীবন ফুরিয়ে যাবে দুনিয়া ধংস হয়ে যাবে কিন্তু এই শিল্পি আর এই গান গুলোর মত গান আর হবে না। যায় দিন ভালো আসে দিন খারাপ,2024-09-04T02:12:26Z
Ugw-X7dZqyAXPobR-GZ4AaABAg,এই গান আমার খুবই পিয়,1,এই গান আমার খুবই পিয়,2025-08-29T11:07:48Z
Ugz2wu5DavZM44tqywp4AaABAg,"অসাধারণ 
সাদা মনের গান",1,অসাধারণ সাদা মনের গান,2022-11-10T17:54:53Z
UgxBHJoDrPSEHokTA6Z4AaABAg,"দারুণ, দারুন, দারুন  গান শুনে যাচ্ছি  আপনাদের অনেক, অনেক শুভেচছা।",0,"দারুণ, দারুন, দারুন গান শুনে যাচ্ছি আপনাদের অনেক, অনেক শুভেচছা।",2022-11-21T07:04:53Z
Ugx1Czft1SOubVzBms14AaABAg,হুম একদম খাঠি গান সর্বকালের সেরা গান সুনে মনটা ঘুরিয়ে জায়,1,হুম একদম খাঠি গান সর্বকালের সেরা গান সুনে মনটা ঘুরিয়ে জায়,2025-01-20T20:43:35Z
UgyWWcbvhI9vxeNTrDR4AaABAg,আপনাকে অনেক অনেক ধন্যবাদ গানটা উপহার দেয়ার জন্য অসাধারণ একটি গান ❤❤❤,1,আপনাকে অনেক অনেক ধন্যবাদ গানটা উপহার দেয়ার জন্য অসাধারণ একটি গান,2024-07-02T03:28:25Z
Ugz0bEJw70JuYE-w-xx4AaABAg,"প্রিয় মানুষ টা কে বলেছিলাম  বাংলাদেশের মানুষের গড় বয়স ৬০।  অলরেডি তোমার ২০+ বচর হয়ে গেছে। বাকি ৪০-৪৫ বচর আমার সাথে  না হয় কষ্ট করে  কাটিয়ে  দিয়ো। সে বলেছিলো আমাকে ছেড়ে কোন দিন  যাবে না ।  চার বছরের রিলেশনে কোন দিন  তার হাত টা ধরি নি,স্পর্শ ও করি নি।  বাট  তাকে পাওয়ার জন্য আমি একটা ডিফেন্স এর  চাকরিতে জয়েন করি।  ট্রেনিং ও প্রায় শেষের দিকে ছিল। এক বছর পর বিয়ে করবো কথা দিয়েছিলাম। সে ও কথা দিয়েছিলো। হঠাত সে বেটার একজন কে পেয়ে  আমাকে  না জানিয়ে  বিয়ে করে পেলে।  বিয়ের  একদিন পর জানতে পারি।  কি হতো যদি জীবনের কয়েকটা দিন আমার সাথে কাটিয়ে দিতো। তাকে না পেলে হয়তো কিছু  হবে না  বাট একটা  আফসোস  থেকে  যাবে। তারপরে  সে    আমার মনের মাঝে   আছে, আগে ও ছিলে এখন আছে, ভবিষ্যতে ও থাকবে। পার্থক্য শুধু একটাই আগে ছিলে প্রিয়জন হয়ে  আর এখন বেইমান হয়ে  ,,,😭😭",1,"প্রিয় মানুষ টা কে বলেছিলাম বাংলাদেশের মানুষের গড় বয়স ৬০। অলরেডি তোমার ২০+ বচর হয়ে গেছে। বাকি ৪০-৪৫ বচর আমার সাথে না হয় কষ্ট করে কাটিয়ে দিয়ো। সে বলেছিলো আমাকে ছেড়ে কোন দিন যাবে না । চার বছরের রিলেশনে কোন দিন তার হাত টা ধরি নি,স্পর্শ ও করি নি। বাট তাকে পাওয়ার জন্য আমি একটা ডিফেন্স এর চাকরিতে জয়েন করি। ট্রেনিং ও প্রায় শেষের দিকে ছিল। এক বছর পর বিয়ে করবো কথা দিয়েছিলাম। সে ও কথা দিয়েছিলো। হঠাত সে বেটার একজন কে পেয়ে আমাকে না জানিয়ে বিয়ে করে পেলে। বিয়ের একদিন পর জানতে পারি। কি হতো যদি জীবনের কয়েকটা দিন আমার সাথে কাটিয়ে দিতো। তাকে না পেলে হয়তো কিছু হবে না বাট একটা আফসোস থেকে যাবে। তারপরে সে আমার মনের মাঝে আছে, আগে ও ছিলে এখন আছে, ভবিষ্যতে ও থাকবে। পার্থক্য শুধু একটাই আগে ছিলে প্রিয়জন হয়ে আর এখন বেইমান হয়ে ,,,",2023-08-10T15:50:04Z
UgyzTE9noruv4yoNCCB4AaABAg,কবে আসবো জানি না 😢😢😢,1,কবে আসবো জানি না,2023-04-13T11:17:53Z
UgziwsxxQ-tU34K6NRV4AaABAg,লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ,1,লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ,2025-01-25T05:48:27Z
UgzotyXGIUnNOoQhR814AaABAg,লা ইলাহা ইল্লাল্লাহ মুহাম্মাদুর রাসুলুল্লাহ,1,লা ইলাহা ইল্লাল্লাহ মুহাম্মাদুর রাসুলুল্লাহ,2025-01-25T05:48:49Z
UgzjYvwH23e1BwkwvMl4AaABAg,এই গান গুলো শুনলে হাইস্কুল জীবনের দিন গুলোতে ফিরে যাই।,1,এই গান গুলো শুনলে হাইস্কুল জীবনের দিন গুলোতে ফিরে যাই।,2024-01-01T14:19:21Z
UgysPzKqELOxDwsLo8F4AaABAg,অনেক ভালো বাসি,0,অনেক ভালো বাসি,2025-08-09T08:42:51Z
UgxOJ_XE1Gay8F2wfcp4AaABAg,সাবিনা আপু আপনার গানগুলো খুবই সুন্দর এবং মনমাতানো। আপনার গানগুলো খুবই ভালো লাগছে। আপনাকে কোনদিনও ভুলতে পারবোনা।,1,সাবিনা আপু আপনার গানগুলো খুবই সুন্দর এবং মনমাতানো। আপনার গানগুলো খুবই ভালো লাগছে। আপনাকে কোনদিনও ভুলতে পারবোনা।,2024-06-22T18:57:42Z
UgyBrFR_LHKs7tkfHml4AaABAg,এ গান এত সুন্দর এত সুর এত কথাকলি এর মূল্য দেয়া অসম্ভব। কোনদিনই এই গান পুরনো হবে না। যতদিন আকাশে চাঁদ সূর্য উঠবে।,1,এ গান এত সুন্দর এত সুর এত কথাকলি এর মূল্য দেয়া অসম্ভব। কোনদিনই এই গান পুরনো হবে না। যতদিন আকাশে চাঁদ সূর্য উঠবে।,2025-03-08T16:16:49Z
UgxIqBwIy6Uhj7YF6B14AaABAg,যুগ যুগ ধরে  অমর হয়ে  থাকবে  সকলের রিদয়ের মাঝে এই সকল শিল্পী ও  শিল্পী দের গান,1,যুগ যুগ ধরে অমর হয়ে থাকবে সকলের রিদয়ের মাঝে এই সকল শিল্পী ও শিল্পী দের গান,2025-05-05T16:44:06Z
UgzcZ9jjY_-t1JqBxHB4AaABAg,এই গানটি 30 বৎসর পূর্বে বাংলাদেশে শুনেছি ঘুরতে গিয়ে মনে হয় এখন ও নতুন।,1,এই গানটি 30 বৎসর পূর্বে বাংলাদেশে শুনেছি ঘুরতে গিয়ে মনে হয় এখন ও নতুন।,2022-08-18T16:53:15Z
UgzEuyjYNgce2BKek3R4AaABAg,❤❤❤❤ সেই সুন্দর গান❤❤❤❤❤❤❤❤❤❤,1,সেই সুন্দর গান,2025-07-15T05:54:37Z
UgwLvZlkRgnM-DfnapN4AaABAg,তোমাকে পেয়ে গেলে হয়তো এতো সুন্দর একটা গান শোনা হতো না প্রিয়। 😇 স্মৃতি  রেখে গেলাম। 🙃 যূগ যূ ধরে  মানুষ যখন এই গানটা শুনতে  আসবে তখন কেউ like দিলে notification পেয়ে আমি আবারো শুনতে আসবো প্রিয় গানটা😊😊,1,তোমাকে পেয়ে গেলে হয়তো এতো সুন্দর একটা গান শোনা হতো না প্রিয়। স্মৃতি রেখে গেলাম। যূগ যূ ধরে মানুষ যখন এই গানটা শুনতে আসবে তখন কেউ like দিলে notification পেয়ে আমি আবারো শুনতে আসবো প্রিয় গানটা,2022-11-20T06:06:46Z
UgxVDek-y8aCQ2I3Icd4AaABAg,এত সুন্দর গান যে কোনদিনই শুনি কি মধুর হাতি মধু ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1,এত সুন্দর গান যে কোনদিনই শুনি কি মধুর হাতি মধু,2023-09-16T08:58:46Z
UgxV1YN-vCWiis9wb8l4AaABAg,আশির দশকের গানগুলো শুনে প্রান জুড়িয়ে যায়। মনে  ভেসে ওঠে  অতীতের মধুময় স্মৃতি  যা কখনো ভুলবার নয়।,1,আশির দশকের গানগুলো শুনে প্রান জুড়িয়ে যায়। মনে ভেসে ওঠে অতীতের মধুময় স্মৃতি যা কখনো ভুলবার নয়।,2024-01-21T09:45:02Z
UgyHSsGo7CiVX8YBy9V4AaABAg,"গান গুলো খুবই ভালো লাগে সাবিনা দিদি 🙏🙏🙏(দেশ-ভারত,রাজ্য-ওডিশা, জেলা-বালেশ্বর,গ্ৰাম-শান্তিপুর)",1,"গান গুলো খুবই ভালো লাগে সাবিনা দিদি (দেশ-ভারত,রাজ্য-ওডিশা, জেলা-বালেশ্বর,গ্ৰাম-শান্তিপুর)",2025-01-30T10:37:52Z
UgysQDBbHQsbSFbxvk54AaABAg,এতো সুন্দর গান উপহার দেয়ার জন্য ধন্যবাদ।,1,এতো সুন্দর গান উপহার দেয়ার জন্য ধন্যবাদ।,2023-08-10T16:01:03Z
UgzORfdZQ0ypPW-n3Y14AaABAg,"সাবিনা ইয়াসমিন বাংলাদেশের সেরা শিল্পী, তাকে অপমান করার কোনো অধিকার আপনার নেই, লুইপা গেয়েছে, আপনি সাবিনা ম্যাম এর ছবি কেনো দিয়েছের, তার কন্ঠ কি এতো বাজে নাকি 😡😡😡",0,"সাবিনা ইয়াসমিন বাংলাদেশের সেরা শিল্পী, তাকে অপমান করার কোনো অধিকার আপনার নেই, লুইপা গেয়েছে, আপনি সাবিনা ম্যাম এর ছবি কেনো দিয়েছের, তার কন্ঠ কি এতো বাজে নাকি",2023-06-01T20:00:12Z
Ugx67rOPr2s0mncA-1N4AaABAg,লুইপা আপুর কণ্ঠে আমি সাবিনা ইয়াসমিন ম্যাম কে সত্যিই ফিরে পাই।।,1,লুইপা আপুর কণ্ঠে আমি সাবিনা ইয়াসমিন ম্যাম কে সত্যিই ফিরে পাই।।,2023-01-13T11:34:52Z
Ugz_-LqEfg6be2WMqlF4AaABAg,আমার খুব ভালো লাগে গানগুলি,0,আমার খুব ভালো লাগে গানগুলি,2023-12-22T18:09:57Z
UgyZL-nvZTTK0Ho1DBJ4AaABAg,এই গান গুলো শুনলে অতিতের কথা গুলো মনে পড়ে ইসসসসস সি রে একবার যদি ফিরে যেতে পারতাম অতিতে জীবন কে আরো সুন্দর করতাম 🤔🤔,1,এই গান গুলো শুনলে অতিতের কথা গুলো মনে পড়ে ইসসসসস সি রে একবার যদি ফিরে যেতে পারতাম অতিতে জীবন কে আরো সুন্দর করতাম,2024-03-19T07:55:57Z
