text,nostalgic
প্রকৃত প্রেম কখনো পূর্ণতা পায় না,0
এই শহরের ভালোবাসা এখন পুতুল খেলার মত হয়ে গেছে দীর্ঘদিনের ভালবাসা ও মানুষ এখন অস্বীকার করে,0
তোমাকে পেয়ে গেলে হয়তো প্রিয় এই গান গুলো বারবার শোনা হতো না। অনেক কষ্ট হয় তোমার স্মৃতি গুলো আজও মনে পড়ে,0
আমার মতো কে কে ২০২৩ সালে শুনতে আসছেন,0
২০২৪ সালেও খুব ভালো চলবে,0
কাউকে ছেড়ে থাকা খুব কষ্টের কিন্তু তার চেয়েও বেশি কষ্টের হলো আসবেনা জেনেও তার জন্য অপেক্ষা করা,0
২০২৩ সালে শুনতেছি বাংলাদেশ থেকে।,0
যাকে ভালো বাসতাম তাকে কোনোদিন বলতেই পারিনিআর লাভ নেই সে এখন অনের,1
সিনেমাটা পুরাতন হলেও গানটা কোনো দিন পুরাতন হবে না,0
এটা শুধু গান না  হাজারো মন ভাঙ্গা মানুষের শান্তি,0
২০২৩ সালে এসেও গানটা শুনতে হয়,0
একমাত্র যারা ১৯৯০ থেকে ২০০০ সালে জন্ম নিয়েছে তারাই জানে ভালোবাসা কি ছিলো অশ্লীলতা ছিলো না কোন মতলব শুধু মনভর্তি অগাধ ভালোবাসা। যা বর্তমান প্রজন্ম শুধুই খেলনা আর আনন্দ মনে করে। আবেগ কি তা তো সবই আমাদের দখলে। ২০২৩ সালে এসেও মনে পড়ে,0
এই গানটা শোনার পর আমার ভালবাসার মানুষের কথা মনে পড়ে যায়,1
এক সন্ধ্যা বেলাতে বসে শুনতেছি হঠাৎ কেউ নক দিলে আবার শুনতে আসবো,1
২০২৩ এসে গানটা শুনতেছি,0
মা বাবার কোথায় প্রিয় মানুষটাকে ছেড়ে আমি অন্য কাউকে বিয়ে করেছি। বিয়ের ৪ দিন আগে আজ গানটা কে পেলাম। ৫০ বার শুনেছি আর অনুভূতি টা যেনো। চোখের জলে ধুয়ে যাচ্ছে।,1
আমাদের ছেলে বেলা টা জোশ ছিল,1
চোখের জল আসে গানটা শুনলে,1
ভালোবাসা না পাওয়ার পরে ৭ বছর আগের গানটা সার্চ দিয়ে শুনলাম ২০২৩ সালে,1
এই গান শুনলেই অতিতের কথা মনে পড়ে,1
২০০৩ সালে কে কে গান শুনছি কমেন্টটা ২০৫০ সালের জন্য রেখে গেলাম,0
অনেক বছর পর গানটি শুনতে মন চাইলো,1
বোঝে না সে বোঝে না২০২৩,0
২৩ ই এসেও কে কে গানটি শুনলেন,0
আমার খুব প্রিয় একটা গান,0
এই গান আমার কাছে কোনো দিন ও পুরোনো হবে না,1
মাঝ রাতে হঠাৎ করে গানটা মনে পড়ে গেলো আর সার্স করে শুনলাম তাং ১৯০৭২০২৩,0
বোঝেনা সে বোঝেনা সেতো আজও বোঝেনা এ বুকে এত প্রেম তার চোখে ঘৃনা পৃথিবী একদিকে এক দিকে আমি আজ আমার রক্তে মিশে গেছো তুমি,0
গান গুলো মাঝে মধ্যে শুনতে ইচ্ছে হয় কেনো জানি না,0
ছুয়ে দেখার সাধ্য নেই অনুভবেই রাখি তারে দূরুত্ব যতোই হুক ভিষণ ভালোবাসি যে আমি তারে।,1
সে যে কেনো বুঝতে পারে না এর উত্তর আজও মেলেনি তবে প্রিয় তোমাকে পায়নী বলে কষ্ট তো হয় ঠিকি কিন্তুু এক তরফা ভালোবাসার অনুভূতি টা সত্যি খুব সুন্দর কারণ না তোমাকে হাড়িয়ে ফেলার ভয় না তোমাকে পাওয়ার আশা,1
কার কার এই সময় আঠেরো বছর বয়স ছিলো,0
গানটা শুনতে এসে কমেন্টে স্মৃতি রেখে গেলাম। এই গানটা শুনতে এসে যতজন আমার কমেন্ট পরবে আর লাইক দেবে ততবার আমার হৃদয় ছুটে আসবে গানটি শোনার জন্য,0
আমার মতো যারা প্রেমে ব্যার্থ হয়ে কষ্টে আছে তারাই এই গানটি ২০২৩ সালে এসেও শুনতে এসেছে শুধু মাত্র মনের জ্বালা একটু কমাতে।,0
এই সব গান কখনো হারিয়ে যাবে না।,0
সত্যিই অনেক বেশি ভালোবেসে ফেলেছিলাম তোমাকে কি ভাবে তোমাকে ভুলবো বলো তোমার কথা আমার এখনো বার বার মনে পড়ে কিন্তু কথা বলার অধিকার নেই  এই খানে তাই একটা স্মৃতি রেখে গেলাম কেউ না কেউ কমেন্ট টা পড়বে সে লাইক দিলে তোমার কথা আবার মনে পড়ে যাবে,1
রিংকুর জন্য আমী পাগল,0
তুমাকে না পেয়ে ভালোই হলো,0
এই রকম গান এখন আর পাওয়াই যায় না,0
গানটা এখনও মন ছুঁয়ে যায়,0
আমার দেখা সেরা সিনেমা একটা ২০২৩ সালে না মারা পর্যন্ত বলবো,0
হইতো তোমাকে না হারালে এত সুন্দর একটি গানের অনুভূতিটা সেই ভাবে নিতে পারতাম না  স্মৃতি রেখে গেলাম যখনই কেউ এই মন্তব্য টিতে লাইক করবে আবারো আসবো ফিরে এই গানটি শুনতে,1
কে কে এই গান ২০২৩ সালে শুনেছেন। তারাই লিজেন্ড,0
অনেক স্মৃতি জড়িয়ে আছে এই গানের সাথে।,1
এই গানটি পুড়োনো হলেও সুনতে অনেক ভালো লাগে,0
২০২৩ এসে কারা কারা এই গান টা শুনছেন,0
কমেন্ট বক্স এ স্মৃতি রেখে গেলাম ভাঙা হৃদয় নিয়ে কেউ কোন দিন যদি হঠাৎ রিপ্লে বা লাইক করে আবার এসে শুনে যাৰও নোটিফিকেশনে আওয়াজ পেয়ে এই গান গুলো কোন দিনও পুরনো হবে না। ছোটবেলায় শুনেছিলাম এখন বুঝতে পারছি জীবনের সাথে মিলে যাচ্ছে কিভাবে,0
২০২৩০৬২৮ সালে এসে বৃষ্টির সকালে ডিউটিতে বসে গানটি শুনছি মনে অনেক কষ্ট,0
২০২৩ সালে কে কে গান টা শুনতে আসছেন এই সব গান আর কোনো দিন পাবো না। বাংলা মুভির জগতে,0
ভালোবাসার চেয়ে ভালোবাসি বোঝানো টা অনেক কঠিন,0
গানটা শুধুই স্মৃতি আজ,1
গানটা খুবই প্রিয় হঠাৎ মনে হলো তাই শুনতে এলাম,1
আসলেই বোঝে না সে বোঝে না,1
এই গানটা এত সুন্দর লাগে যখন শুনি তখন ই নতুন লাগে,0
২০২৩ সালে এই গানটা কে কে শুনছেন লাইক দিয়ে যাবেন,0
আসলেও তাকে বোঝাতে পারলাম না তাকে কতটা চাইতাম,1
ছোট কি করছি সব ভুলে গেছি আর গান শুনছ সংগীত বাংলা তে সেগুলো মনে আছে,1
২০২৩ কে কে দেখছো এই গানটি,0
তোমার অনুভূতি আর বুকের বাম পাশের ব্যাথা নিয়ে গান টা শুনছি,1
২৩ আমি তাকে হারিয়ে ফেলেছি,1
২০৪০ সালের জন্য কমেন্ট করে গেলাম,0
আসলেই সে বোঝে না,1
২৩ সালে এসে কে কে শুনছেন,0
২০২৩ সে এসে ও গামটা শুনলাম,0
কষ্ট ও বিরহ নিয়ে গানটি শুনতে এলাম।,0
আজ দূরে কোথায় এই গানটা বাজছে শুনে সেই পুরাতন অনুভুতি জেগে উঠলো খুব সুন্দর ছিল সেই সময়টা,1
গান টা শুনলে অনেক খারাফ লাগে আমার সাথে এমন হচ্চে,1
কলকাতা ফিল্ম ইন্ডাস্ট্রির মধ্যে সেরা সিনেমা।,0
জুবিন যুগ যুগ জিও কী সুন্দর গান,0
আমিও ম্মৃতি হিসেবে রেখে গেলাম এই কমেন্ট টা  আমার ফিলিংস জুড়ে আছে এই গানটার মধ্যে,0
২০২৩ এ এসে কে কে সুনছেন লাইক দিন,0
হাজার হাজার গান থাকতে পারেকিন্তু এই গান গুলার মতো আর একটাও নেয়মনের কথা গুলা স্পষ্ট মনে হয় তুলে ধরেছেএমন আর আর আসবেও না দ্বিতীয় একটা,0
এই গান শুনলে তার কথা মনে পড়ে যায়,1
পৃথিবী একদিকে একদিকে আমি আজ আমার রক্তে মিশেগেছো তুমি নাইবা হলো দেখা দেখবো একা একা সপ্নের এই সিমানা,1
২০২৩ এসে এই গানটি কারা কারা শুনেছেন শুধু তারা লাইক দিয়ে বুঝিয়ে যান,0
নার গিছ তোমার এনেখ মনে পরে,0
তাকে আজো অনেক ভালোবাসি,1
২০২৩ সাল জুন মাসে এসে শুনছি গানটা। কে কে আছেন আমার মত,0
আমার মতো ২০২৩ সালে কে কে এই গানটা সুন্তে আইছেন ভাইয়ারা,0
২০২৩ সালে কে কে সুনছো,0
কই আমার ব্যর্থ প্রেমিকরা,0
২০২৩ সালে এসে গানটা আবার সোন লাম  আমার জীবনের সাথে মিল আছে এই গান টার  ভালোবাসা এতো কষ্ট কেন,0
২০২৩ সাল আজ আমার সাথে এরকম একটা ঘটনা ঘটতাছে।,0
প্রিয় মানুষগুলো কখনো মনের কথা বোঝেনা,1
গান গুলো অমর হয়ে থাকবে।,0
এই গানটা শুনলে এখনো বুকের ভেতর কেপে ওঠে,1
এই গানটা কোনোদিন পুরাতন হবে না সব সময় আমার মত কারোর না কারোর মন ভাঙবে,0
ওহ বাপরে বাপ ইমম্যাচিওর মাইন্ড একতরফা প্রেম আর এই গানটার সাথে কান্না উফ্।,1
এখন আর এমন গান তৈরি হয়না তাই জন্যই আজকালকার ছেলেমেয়েরা বাংলা গান কে বাংলা ছবিকে ছোটো করার সাহস পায়,0
সঙ্গীত জগৎ আজ অনেক উন্নত ঠিকই কিন্তু পুরানো দিনের এই গান গুলিই সবচেয়ে বেশি শ্রেষ্ঠ হেডফোন দিয়ে একা ঘরে বসে চোখ বুঝিয়ে গান গুলি শুনলে চোখে জল আসবেই,1
এই প্রেম যে সুখের নামে শুধু দুঃখ দিতে জানে তবু সুখের সেদিন ভুলবো কি করে,1
আমার পেমিকার সাতে আছকে ঝগরা হইছে তাই গান টি সোনতে আইছি,0
এই গানের পিছনে অনেক ভালোবাসা লুকিয়ে আছে য়ে মন থেকে ভালোবাসে সেই বোঝে এই গানের মানে ।,0
কাউকে আর বোঝার চেষ্টা করবো না কারণ অনেক বার তাকে ভোঝাতে চেয়েছি কিন্তু সে বোঝে না তবুও,1
এই গানটার গুরুত্ব সেই জানে যে প্রাণ দিয়ে ভালোবেসেও মনে মানুষটাকে বোঝাতে পারে না যে কতো টা তাকে ভালোবাসে,0
২০২৩ এর আজ ১৫ মে রাত ২৪৫ বাজে তাকে হারিয়ে সব কিছু ছেড়ে একাকিত্ব সময় কাটায় আর কিছু সৃতি রেখে যাওয়ার চেষ্টা,0
পুরোনো হলে কি হবে একবার শুনলেই অন্য একটা ফিলিংস জুবিন দা ওল্ড ইস গোল্ড,0
চোখের পানি চলে আসছে৷ এই জন্ন্যে যে আগে কার দিনের ফিলিং পেলাম এই গানে,1
এই গানগুলো কখোনো পুরোনো হবে নাদশবছর আগেও প্রিয় ছিলো এখোনো প্রিয় আছেকমেন্ট টা রেখে গেলামআবার ও আসবো গানটা শুনতে,1
তোমাকে না পেয়েও রোজ এই গান টা শুনি যে কেউ আসবে আমার কমেন্ট টা পড়বে,1
চোখে পানি এসে গেল  কোন দিনই তোমাকে ভুলতে পারবনা আজও ভালোবাসি তোমাকে আই লাভ ইউ,1
একটা সময় ৪৫ এ পড়তে স্কুল থেকে এসে সঙ্গীত বাংলা চ্যানেলে শুনতাম আর ভাত খাইতাম কিন্তু বুঝি তখন যৌবনে গিয়ে গান গুলোই জীবনের গান হয়ে যাবে,1
সাত বছর শেষ হতে চলো গানটা শুনছি কখনো মনে হয় নি গানটা পুরোনো হয়েছে,1
তুমাৰ প্ৰিয় গান টা আমি আজও বাৰ বাৰ শুনি ।,1
আমি সব কষ্ট বুকে এক কনে চাপা দিয়েছি এখন ভাবি কষ্ট আমার জিবন সাথী হয় তো একদিন কষ্ট নিয়ে পৃথিবী থেকে বিদায় নিবো,1
২০২৩ সালে কারা কারা এই গানটি শুনছেন।,0
আসবেনা জেনেও অপেক্ষা করাটা হয়তো ভালোবাসা।,0
এমন বেইমানি আমার সাথেও হইছে সেম টু সেম,1
সত্যি সে কোনোদিন বুঝলো না,1
২০২৩ সালে এসে ও শুনছি,0
এই সব গান শোনার পর সত্যি তার কথা খুব মনে পড়ে যাকে আমি আমার নিজের থেকেও বেশী ভালোবাসতাম,1
এমন হাজার ঝড় আমাদের জিবনে এসেছিল।,0
তোমাকে পেয়ে গেলে হয়তো এত সুন্দর একটা গান শুনা হতো না প্রিয়। স্মৃতি রেখে গেলাম।,1
বোঝেনা না সত্যি নাকি বুঝেও না বোঝার ভান করে,1
ভালোবাসা সবার কপালে জোটে না বাহির টা ভালো থাকলেও ভিতর টা পুরে শেষ,0
আমার প্রিয় মানুষটা আমাকে আজও বুঝল না,0
মন‌ যখন তার কথা মনে করিয়ে দেয় তখনই এই গানটার কাছে ছুটে চলে আসি।,0
মনের মানুষ ছেড়ে যাওয়া তে এত কষ্ট হয়নি গানটা শুনে যা কষ্ট হলো,0
আজ হয়তো পৃথিবীতে আছি কাল হয়তো থাকবো না। আমাদের অস্তিত্ব মুছে গেলেও সৃতি গুলো কখনোই মুছে যাবে না।যেগুলোর মধ্যে দিয়ে আমরা মরেও অমর হয়ে থাকবো,0
তোমাকে পেয়ে গেলে এত সুন্দর গানটা শোনা হতো না প্রিয় স্মৃতি রেখে গেলাম যুগ যুগ ধরে মানুষ যখন এই গানটা শুনতে আসবে তখন কেউ লাইক দিলে নোটিফিকেশন পেয়ে আমি আবার তোমায় ভেবে গানটা শুনবো প্রিয়,0
মিতা ফিরে এসো জানি আর জীবন সাথী হিসাবে পাবো না শুধু বন্ধু হয়ে,1
গানটা শুধু তোমার জন্য শুনতে হচ্ছে প্রিয়,0
২০১০ সালে ছবিটি দেখেছি আমি,0
অনেক ভালো লাগার একটি গান,0
২০১৬ সালে এই গানটা অনেক শুনেছি,0
২০২৩ এর মার্চেও এসে শুনতাছি,0
মার্চ ২০২৩ গানটা শুনলাম ভালোই লাগলো,0
আচ্ছ কেউ বলবেন এই ছবিটার নাম কি প্লিজ বলেন,0
আপনার বাড়ি মনে হয় বাংলাদেশে তাই না,0
সাথে আসে। বাংলাদেশের সবচেয়ে জনপ্রিয়,0
বাংলা গান তখনি ভালো লাগে যখন গানের লাইনের সাথে নিজের জীবনের কাহিনী টা মিসে যায়,0
দেবী সত্যি বুঝে না আমাকে,1
হঠাৎ গানটা মনে পড়ে গেলো,1
সত্যি কেউ বোঝেনা এই মনের কষ্ট,0
অসাধারণ একটা গান । যতো বার শুনি মন শুয়ে যায়। খুব মিস করি সেই দিন গুলো।,0
২৩ সালেও গানটা শুনি কষ্ট যে একার,0
এই গানগুলো কখনোই শুনতাম না। এই সময়টাতে এসে শুনি। ছাদের কর্ণারে বসে একা একা,0
বুঝে হারিয়েছে যাওয়ার পর।,0
আমার লক্ষী তোমাকে উদ্দেশ্য করে কমেন্ট টা করে গেলাম । তুমি খুব ভালো থাক অন্য কারো ভালোবাসায় । আমি না হয় তোমার অপেক্ষেয়ায় থাকি জানি তোমাকে পাবো না । একদিন ‍তুমি গ্রহন না করলে মৃত্যু আমাকে গ্রহন করবে। ভালো থাক আপনারা সবাই আমার জন্য সবাই দোয়া ও আর্শীবাদ করবেন । হে ঈশ্বর প্রত্যেকের ভালোবাসা যেন পূর্ণতা পায় । লক্ষী তোমাকে খুব ভালোবাসি ।,1
গান টা পুরোনো হলে কি হবে হৃদয় টা আজও কেঁপে ওঠে,1
ভালো লাগে তাই সুনি না আছে প্রেম না আছে ছ‍্যাকা,0
ইস আজ কত বছর পর গানটা শুনলাম কি রে একটা ফিলিংস কোথায় গেলো,1
গানটা পুরানো স্মৃতিকে জাগিয়ে তোলে তুমায় কখনো ভুলতে পারবনা,0
২০২৩ সালে কে কে এই গানটি নতুন করে শুনছেন লাইক দিয়ে বুঝিয়ে যান,0
গানটা আমি শুনে চকে পানি দরে রাকতে পারি না আমার গালপেন তাকে সবায় ূদোয়া করবেন তার জন্য,1
স্কুলে যাওয়ার আগে সঙ্গীত বাংলায় এই গানটা প্রতিদিনের রুটিনের মতো হয়ে গেছিল,1
তাকে পাবো কিনা জানি না। কিন্তু তার মতো একজনকে ভালোবাসতে পেরে নিজেকে অনেকে সৌভাগ্যবান মনে করি,1
ছোট বেলা থেকেই একজনকে খুব ভালো বেসেছিলাম। কিন্তু সময়ের সাথে সাথে দূরত্ব বেড়ে যায় তার সাথে ।। তার পরে তার সাথে এক দুই বার দেখা হয়েছে কিন্তু কথা হয়নি ।। তার পরে আট বছর পর আবার ফেসবুকে তার ফেন্ডরিকুয়েস্ট আসে।।কিন্তু কথা হয়নি  এর আট বছরের মধ্যে দুজনের জীবন দুদিকে বয়ে গেছে ।। আর তারপর যখন কথা হয় তখন সে অন্যের আর আমিও ।। কোনো দিনের জন্য মনে থেকে তাকে ভুলতে পারিনি এক বার হারিয়ে গেলে কিছু তা আর ফিরে আসেনা,1
কিছু লেখতে চাইছিলাম কি লেখবো লেখার আগেই চোখ বরে গেলো জলে,1
২০২৩ শালে এই গানটা শুনলে শুধু তোমার কোথা মনে পড়ে আমি তো তোমার মার কাছে হেরে গেছি‌ ‌,1
এয়াই জুবিন দা। যত প্ৰাণঢালি গান গায়।,0
সত্যি তাকে কোনো মত বুঝাতে পারলাম না প্রিয় রেখে দিলাম তুমার সৃতি কোনো দিন যদি গান ট সব তাহলে আমার কমন্টে একটা লাইক দিয়ে যাও,1
২০১২ সালের প্রথম দিকে আমি তার দেখা পেয়েছিলাম তাকে আগলে রাখার জন্য সব ধরনের চেষ্টা করেও আমি তাকে হারিয়ে ফেলেছি এই গান টা শুনলে তাকে খুব মনে পরে আমার এখন ২০২৩ সাল চলে আমি তাকে বড্ড বেশি মিস করি প্রিয় আমার,1
এক অদ্ভুত মায়ায় যেন পড়ে গেলাম  সে মায়াকে নাই বা পারব ভুলতে নাই বা পারব সয়তে,1
আহা রে কতই না মধুর স্মৃতি জরিয়ে ছিলো তখনকার দিনগুলোতে,1
আমার কাছে সেরা গান যে মনের মাতো গান,0
সময় মানুষ কে পাল্টে দেই,0
খুব কষ্ট হয় কিন্তু কিছু করার নেই জাকে আমি সব কিছুর চেয়ে অনেক বেশি ভালো বাসি কিন্তু সে আর আমার না অনো করার হয়ে গেছে,1
এই গানটা শুনলে অনেক ভালো লাগে আর অন্য দিকে কান্না চলে আসে যারা আমার মতো ভালোবাসার মানুষকে হারায়ছেন তারা এই গানটি একবার হলেও শুনবেন,1
ভালোবাসা দূর থেকেই সুন্দর,0
গান গুলো মানুষের জিবনের সাথে মিলে যায়কারন এত ভালবাসার পর সেই মানুষটা ঘৃণা করে,0
গানটি আসলে আবেগের গান।,0
আত্মহত্যা মহাপাপ বলে৷ আজ ও জিবনত লাশ হয়ে আছি,0
এই গানটা আমার অনেক ভালো লাগে তাই অনেকবার আমি এই গানটা শুনি। এরকম আমিও একজনকে ভালবেসে আমাকে ছেড়ে চলেগেছে ।,1
সব বাঁধা বিপওি পেরিয়েসত্যি কারের ভালোবাসা গুলো পূর্ণতা পায়আর এক তরফা ভালোবাসা কখনোই পূর্ণতা দিতে পারে না তা শুধু কষ্টদায়ক বটে,0
বর্তমানে আমার জীবনে ঘটছে তাই গানটি শুনতে আসলাম,0
তোকে পেয়ে গেলে হয়তো আর কোনোদিনও এইসব গানের মানে বোঝার সুযোগ আমার হয়ে উঠত না,1
তোমাকে পেয়ে গেলে এতো সুন্দর গানটাই শুনা হতো না।,1
ঠিক আমি যেমন এই গানটা শুনার পর পাগল হয়ে যাওয়ার মতো হয়ে গিয়েছিলাম তুমিওঠিক ওতোতাই পাগল হয়ে যাবে যখন জানতে পাড়বে আমার প্রিয় মানুষটা আমাই এতোটা ভালো বেসেছিলো,1
আবেগ জরিত একটা অনুভূতি আসে এ গানটা শুনলে,0
সে আমাকে চায় না আমি ও কে খুব ভালো বাসি আই লাভ পল্লবী,0
আমার ভালেবাসা এক ছাদের তলায় আছি কিন্তু আমার কেন অধিকার নেই জানি না সে কবে কাছে ডাকবে সব কিছু থেকে ও আমার কিছু নেই,1
গানটা ভিশন ভালো লাগে,0
এই গান টা এখনো এত ভালো লাগে। গান শুনলেই পুরনো স্মৃতি গুলো চোখের সামনে ভেসে বেড়ায়। অতীত খুব ভালো চিলো,1
আজ ভালোবাসা দিবসে নিরবে গানটি শুনছি।,0
হঠাৎ করে কাল রাত ১১২৯ মেসেজ আসে কেমন আছো কিন্তু রিপ্লাই দিতে পারলাম না ঠিক ২ বছর আগে আজকের দিনে ১৩ ফেব্রুয়ারি একসাথে থাকবে কথা দিয়েছিল,1
এই গানের সাথে আমার কিছু কাহানি জুড়ে রয়েছে অনেক কষ্ট হয় প্রিয় যখন তোমার কথা মনে পড়ে,1
ভালোবাসা সত্যি অদ্ভুত তাই না না পাওয়ার যন্ত্রণা সারা জীবন পেতে হবে,1
জোর করে আর কি ভালোবাসা হয়,0
তোমাকে না পাওয়ার যন্ত্রণার কারণে এই সুন্দর গান গুলো আরো বেশি হৃদয় ছুঁয়ে যাই। জীবনের কিছু কথা আজীবন থেকে যাক ইউটিউব এর কমেন্টস হয়ে,1
অনার্স ২য় বর্ষের ছাত্র আমি। ইংরেজি পরিক্ষার আগের রাতে ২ বার করে দেখি মুভিটা। অনেকটা মিল ছিল আমার জীবনের সাথে এই মুভির কাহিনি। অসাধারন মোভি ছিল।,0
২০২৩ সালের কমেনট টা করলাম,0
গান টা পুরনো হলেও আজও অনেক প্রিয় তোমাকে পেয়ে গেলে হয়তো গান টা শোনা হতো না তোমাকে না পাওয়ার যন্ত্রণা যে কতো টা আজ এক বসর ধরে বুঝতেছি তোমার কথা যখনি মনে পড়ে গান শুনে কিছুক্ষন মন খুলে কেঁদে নেই । তোমাকে এ জীবনে আর পাওয়া হবে না জেনেও আজও অনেক ভালোবাসি আমার মনের কথা কাউকে বলতে পারি না। তাই মনের কথা গুলা বলে গেলাম।,1
আমি আজো তোমায় ভালোবাসি নূহা।রাজ,1
কেন চলে গেলে রানী তুমি আমার জীবন থেকে।বলেছিলে সারা জীবন পাশে থাকবে।আমাদের সংসারটা কেবল ৬ মাসের হয়েছিল এর মধ্যোই আমি পুরাতন হয়ে গেলাম।তুমি চলে যাবার শোকটা আমি সামলাতে পারলাম না।এবার হয়তো যাবার পালা এসে গেছে আমার। কুইন্স হসপিটালের ১২৩ নং কেবিনে আশায় আছি কখন বিদায় নিব সব কিছু থেকে।খুব দেখতে মন চায় তোমাকে একবারের জন্য হলেও এসো।কেউ দয়া করে আমার কমেন্ট পড়ে হাসবেন না।আমি হেরে গেছি আমার ভালোবাসা আর ক্যানসারের কাছে।এই কমেন্ট আপনারা যখন পড়বেন তখন আমি হয়তো আকাশের তারা হয়ে জ্বলবো।একটাই চাওয়া জয় হোক ভালোবাসার।,1
ভাই আমি এই গানটা অনেক শুনি ২০২২ সাল,0
এই ছবি টি দেকে কে কে কেদে চিলেন লাইনে করেন দেকি,0
বেশি ভালো বাসলে একটু বেশি ভাব নেয় ভালো বাসার মানুষ গুলো তাই তো চোখের পানি ছোড়ে,1
এ নিয়ে ৩৫ বার শুনলাম,0
এক জীবনের সব ইচ্ছা পূরণ হয়না ভাইয়া জয়নগর মনিরতট ২০২৩,0
এই হচ্ছে বাংলা ফ্লিম সেই সময় কর,0
সব প্রেম এর শেষ হয় এই গান এর মধ্য দিয়েই কারণ আজ সে শুনতে চায় না এই বুকের কান্না,0
২০২৩ সালে এসে কে কে শুনছো,0
কতো মানুষ ই তো কতো কি চায় তবে সবার আশা কি পুরন হয়।।।আমিও তেমনি করে তোমাকে চেয়েছিলাম কিন্তু আফসোস পেলাম না।। কষ্ট নেই তবে মাঝে মাঝে আফসোস হয়।। তোমাকে হারানোর আফসোস।। ভাল থেকো প্রিয়।।,1
এত ঠেলাঠেলির মধ্যে কালেমার দাওয়াত দিয়ে গেলাম। লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ,0
আপনি ও ভালো থাইকেন,0
আল হামদুলিল্লাহ আপু আপানার কথা শুনে আমার খুব ভালো লাগলো,0
এই যে আপু কালেমার দাওয়াত তো শুধু মসজিদের মধ্যে দিলে হবেনা। আমাদের ইসলাম ধর্মে বলা হয়েছে। পৃথিবীর সব জায়গায় কালেমার দাওয়াত পৌঁছে দাও,0
এই ভাবে নিজের ধর্ম কে ছোট করবেন না। এই সব গানের মাঝ খানেও আপনি ইসলামের দাওয়াত দিচ্ছেন।এতে আপনার ঈমান আপনি নিজে শেষ করে ফেলছেন,0
ভালো বাসা বলতে কিছু নেই আছে সুধু ভালো মতো ফাসা,0
একতরফা ভালোবাসা মানে শুধু কষ্ট অবহেলা তার ঘৃনা তাকে ভালোবেসে আজ জীবন্ত লাশ হয়ে বেঁচে আছি,1
ঠিক এই কাহিনী আমার জীবনে মিলে গেছে কিন্তু শেষে সে আমারি হয়েছে। আলহামদুলিল্লাহ্।,0
আপনি আপনার বউ কে অনেক ভালোবাসবেন প্লীজ কারন আপনি অনেক ভাগ্যবান যাকে চেয়েছেন তাকেই পেয়েছেন এমন অনেক মানুষ আছে যারা তাদের প্রিয় মানুষটির কথা ভেবে চোখেন পানি ফেলে এতো চেয়েও পায় নি,0
সোহমের সিনেমার ভক্ত হয়ে গেছিলাম এই সিনেমাটা দেখে। তখন কলকাতার সিনেমা খুব একটা দেখতাম না।,0
সত্যি বোঝে নাই ও আর সময় ও নাই বোঝার,0
কিছু কিছু গান কখনোই পুরাতন হয় না তার মধ্যে এই গানটা অন্যতম,0
ছোট ছিলাম গানটা ভালো লাগতো তাই হুদাই শুনতাম ২০২২২৩ এ এসে বুঝি গানটাহ,0
ভালোবেসে বলতে না পারা বোঝাতে না পারার মতো কষ্ট আর কিছু নেই। চোখের সামনে মানুষটা অন্যের হাতে হাত রাখে । কতটা কষ্ট হয় ।যার সাথে হয় সে জানে,1
২০২৩ সালে কে কে এই গানটি শুনেছেন।সেই লিজেন্ডের দেখতে চাই।,0
২০২৩ সালে কে কে সুনছেন এই গান টা,0
পেয়ে হারানোর যন্ত্রণাটা অনেক বেশি তাকে মনে হয় কোন দিনই বুলতে পারবো না,1
নারী জাতি পুরুষের আলিঙ্গনে পূর্বের সব কিছু বুলে যায় পুরুষ যা পারে না,0
এক তরফা ভালোবাসাতে কস্ট আর দূঃখ ছাড়া কিছু পাওয়া যায় না,0
গত ৪টা বছর এই গানটি শুনছি,1
আমার দেখা সেরা একটা সিনেমা,0
এই গানটি এক সময় আমি ৩৬৫দিন শুনে ছিলাম আমার সব ভালো বাসার অনুভব এই গানে আছে,1
এমন‌ একজন কে ভালোবাসতাম নিজের জিবনের থেকে বেশি কিন্তু আজ সে নেই তার দেওয়া কথাগুলি এখন ও মনে অনেক কষ্ট দেয়,1
একটা সময় কলেজ থেকে এসেই এই গান গুলো শুনতামআজকে আবার ও ২০২৩ এ এসে শুনতেছি,1
গানগুলোর মধ্যে একটা জীবন আছে চোখে জল এনে দেয়,0
সত্যি গান গুলো পুরোনো দিনের কথা মনে করিয়ে দেই,1
১৭০৭২০১৭ থেকে ২৭০৭২০২২ শেষ,0
২৩ সালে এসে কে কে শুনছেন,0
মনের মানুষ নেই  । তাও গানটি শুনলে চোখে জল চলে আসে ।,0
আমার কমেন্ট লাইক দেওয়া প্রতিটা মানুষের ডিপ্রেশন গুলা আল্লাহ দূর করে দেউক আমিন,0
গানটি শুনলে চোখের জল আটকে রাখা সত্যিই মুশকিল হয়ে পড়ে সেই পুরনো স্মৃতিগুলো আবার চোখের সামনে ভেসে ওঠে,1
স্মৃতি রেখে গেলাম যুগ যুগ ধরে মানুষ যখন এই গানটি শুনতে আসবে তখন কেউ লাইক দিলে নোটিফিকেশন পেয়ে আমিও আবার শুনতে আসবো প্রিয় এই গানটি,0
